Fq (MHz),Relative Power,?,Radial Velocity (km/s)
1420.345703,0.034925,0.000441,79.126549
1420.346875,0.034882,0.000441,79.157211
1420.348047,0.034755,0.000441,78.744888
1420.349219,0.034715,0.000441,78.701256
1420.350391,0.034769,0.00044,79.081306
1420.351562,0.034837,0.00044,79.260445
1420.352734,0.034909,0.00044,79.386986
1420.353906,0.034915,0.00044,79.283424
1420.355078,0.034891,0.00044,79.23513
1420.35625,0.034892,0.00044,79.283569
1420.357422,0.034884,0.00044,79.282127
1420.358594,0.034945,0.000439,79.566292
1420.359766,0.034938,0.000438,79.681564
1420.360937,0.034885,0.000439,79.524345
1420.362109,0.034916,0.000439,79.58429
1420.363281,0.034975,0.000439,79.700958
1420.364453,0.034984,0.000439,79.654755
1420.365625,0.034979,0.000439,79.619728
1420.366797,0.035064,0.00044,79.756096
1420.367969,0.035103,0.000439,79.940048
1420.369141,0.035081,0.000439,79.996262
1420.370312,0.035086,0.000439,79.862556
1420.371484,0.035056,0.000439,79.802017
1420.372656,0.03507,0.000439,79.960693
1420.373828,0.035088,0.000438,80.176971
1420.375,0.035128,0.000437,80.369774
1420.376172,0.035185,0.000437,80.570961
1420.377344,0.035233,0.000437,80.652275
1420.378516,0.035276,0.000437,80.664963
1420.379688,0.035416,0.000436,81.14119
1420.380859,0.035509,0.000437,81.324409
1420.382031,0.035491,0.000438,81.069092
1420.383203,0.035535,0.000438,81.074585
1420.384375,0.035609,0.000438,81.375473
1420.385547,0.035582,0.000437,81.49086
1420.386719,0.035558,0.000436,81.520164
1420.387891,0.035586,0.000435,81.733704
1420.389062,0.035656,0.000435,81.977539
1420.390234,0.035752,0.000436,82.060913
1420.391406,0.035818,0.000437,81.916298
1420.392578,0.035834,0.000438,81.812653
1420.39375,0.035759,0.000437,81.792
1420.394922,0.035696,0.000437,81.728767
1420.396094,0.035761,0.000437,81.833321
1420.397266,0.035817,0.000436,82.086212
1420.398438,0.035756,0.000436,81.952148
1420.399609,0.035785,0.000437,81.866783
1420.400781,0.035718,0.000437,81.685257
1420.401953,0.035639,0.000437,81.48613
1420.403125,0.035787,0.000437,81.917931
1420.404297,0.035935,0.000438,82.087486
1420.405469,0.036006,0.000439,81.978157
1420.406641,0.035958,0.000439,81.972778
1420.407812,0.035934,0.000438,82.041771
1420.408984,0.035864,0.000439,81.759918
1420.410156,0.035846,0.000439,81.569
1420.411328,0.035899,0.000439,81.754593
1420.4125,0.035907,0.000438,82.01812
1420.413672,0.035912,0.000436,82.359917
1420.414844,0.035835,0.000436,82.255905
1420.416016,0.035781,0.000437,81.928749
1420.417187,0.035823,0.000438,81.790207
1420.418359,0.035873,0.000438,81.888466
1420.419531,0.035848,0.000437,81.957077
1420.420703,0.035816,0.000438,81.78524
1420.421875,0.03591,0.000439,81.828934
1420.423047,0.035971,0.000439,82.011986
1420.424219,0.035984,0.000438,82.10553
1420.425391,0.03598,0.000439,82.012688
1420.426563,0.035981,0.000438,82.143059
1420.427734,0.035993,0.000438,82.187805
1420.428906,0.036023,0.000439,82.046066
1420.430078,0.036017,0.000439,81.990417
1420.43125,0.036043,0.000438,82.342674
1420.432422,0.036052,0.000437,82.421959
1420.433594,0.036016,0.000439,82.106323
1420.434766,0.036119,0.000438,82.405685
1420.435937,0.036215,0.000438,82.732742
1420.437109,0.036237,0.000438,82.671135
1420.438281,0.036207,0.000439,82.516983
1420.439453,0.036143,0.000439,82.323982
1420.440625,0.036073,0.00044,81.933815
1420.441797,0.036117,0.00044,82.085777
1420.442969,0.036194,0.000438,82.602112
1420.444141,0.036189,0.000438,82.700317
1420.445312,0.036167,0.000439,82.411972
1420.446484,0.036233,0.000441,82.233269
1420.447656,0.036358,0.00044,82.544044
1420.448828,0.036412,0.00044,82.823166
1420.45,0.036356,0.00044,82.667152
1420.451172,0.036338,0.00044,82.547493
1420.452344,0.036347,0.000441,82.477959
1420.453516,0.036297,0.000441,82.311516
1420.454687,0.036321,0.000442,82.224312
1420.455859,0.036381,0.000442,82.223877
1420.457031,0.036413,0.000442,82.462105
1420.458203,0.036385,0.000441,82.458344
1420.459375,0.036394,0.000442,82.371788
1420.460547,0.036329,0.000442,82.181778
1420.461719,0.03625,0.000442,82.079971
1420.462891,0.036234,0.000441,82.095276
1420.464062,0.03622,0.000442,81.882416
1420.465234,0.036244,0.000443,81.865952
1420.466406,0.036191,0.000442,81.820702
1420.467578,0.036118,0.000441,81.867958
1420.46875,0.03623,0.000441,82.244446
1420.469922,0.036333,0.000442,82.291466
1420.471094,0.036314,0.000442,82.179436
1420.472266,0.036191,0.000441,82.024689
1420.473438,0.036102,0.000442,81.666344
1420.474609,0.036182,0.000441,82.005127
1420.475781,0.036262,0.00044,82.33931
1420.476953,0.036204,0.000441,82.082237
1420.478125,0.036118,0.000441,81.825127
1420.479297,0.036145,0.000442,81.730728
1420.480469,0.036144,0.000443,81.617561
1420.481641,0.036125,0.000443,81.521126
1420.482812,0.036185,0.000443,81.711105
1420.483984,0.036268,0.000443,81.880943
1420.485156,0.03626,0.000443,81.854248
1420.486328,0.036177,0.000442,81.778664
1420.4875,0.036117,0.000442,81.70153
1420.488672,0.0361,0.000442,81.587502
1420.489844,0.036137,0.000443,81.579742
1420.491016,0.036006,0.000443,81.234703
1420.492188,0.035915,0.000444,80.972168
1420.493359,0.03591,0.000443,81.016762
1420.494531,0.035913,0.000444,80.860016
1420.495703,0.035984,0.000445,80.952446
1420.496875,0.036035,0.000443,81.286674
1420.498047,0.036111,0.000443,81.498611
1420.499219,0.036062,0.000444,81.295464
1420.500391,0.036001,0.000443,81.308464
1420.501562,0.035974,0.000442,81.364403
1420.502734,0.036011,0.000444,81.194557
1420.503906,0.036019,0.000445,80.901085
1420.505078,0.036023,0.000445,80.876968
1420.50625,0.035975,0.000445,80.77462
1420.507422,0.035909,0.000446,80.567169
1420.508594,0.035843,0.000446,80.29406
1420.509766,0.035887,0.000446,80.460167
1420.510937,0.035928,0.000445,80.718048
1420.512109,0.035838,0.000445,80.515106
1420.513281,0.035825,0.000445,80.477821
1420.514453,0.035896,0.000446,80.565536
1420.515625,0.035952,0.000446,80.616737
1420.516797,0.03592,0.000446,80.493866
1420.517969,0.035923,0.000446,80.50666
1420.519141,0.035912,0.000445,80.655891
1420.520313,0.035865,0.000446,80.500313
1420.521484,0.035814,0.000447,80.158813
1420.522656,0.035828,0.000447,80.066597
1420.523828,0.035897,0.000447,80.297836
1420.525,0.035939,0.000447,80.392662
1420.526172,0.035859,0.000448,79.997635
1420.527344,0.0358,0.000449,79.678978
1420.528516,0.035767,0.000449,79.58567
1420.529687,0.035814,0.000448,79.986153
1420.530859,0.035841,0.000447,80.144722
1420.532031,0.03587,0.000448,80.149429
1420.533203,0.035889,0.000448,80.066803
1420.534375,0.035922,0.00045,79.83075
1420.535547,0.035905,0.000451,79.642731
1420.536719,0.0359,0.00045,79.858742
1420.537891,0.035903,0.000449,79.969711
1420.539062,0.03585,0.000449,79.832985
1420.540234,0.035837,0.000449,79.860275
1420.541406,0.035823,0.000449,79.826775
1420.542578,0.035826,0.000448,79.920319
1420.54375,0.035797,0.000449,79.804024
1420.544922,0.035735,0.00045,79.500214
1420.546094,0.035775,0.00045,79.571548
1420.547266,0.035881,0.00045,79.761482
1420.548437,0.035806,0.000451,79.441246
1420.549609,0.035724,0.000451,79.19825
1420.550781,0.035835,0.000451,79.437698
1420.551953,0.036054,0.000452,79.846451
1420.553125,0.036122,0.000452,79.903008
1420.554297,0.035981,0.000453,79.45591
1420.555469,0.035851,0.000453,79.134277
1420.556641,0.035837,0.000452,79.25634
1420.557812,0.035876,0.000451,79.471306
1420.558984,0.035953,0.000452,79.469147
1420.560156,0.036038,0.000454,79.423386
1420.561328,0.036025,0.000455,79.257042
1420.5625,0.035958,0.000455,78.953621
1420.563672,0.035966,0.000455,78.97123
1420.564844,0.036005,0.000456,79.032066
1420.566016,0.03603,0.000456,79.095245
1420.567188,0.036066,0.000456,79.089149
1420.568359,0.036105,0.000456,79.136238
1420.569531,0.036074,0.000455,79.208145
1420.570703,0.036077,0.000455,79.233322
1420.571875,0.036091,0.000456,79.226471
1420.573047,0.036016,0.000456,78.963188
1420.574219,0.03603,0.000457,78.861984
1420.575391,0.036183,0.000457,79.224358
1420.576562,0.036172,0.000457,79.160835
1420.577734,0.036116,0.000457,79.03257
1420.578906,0.0361,0.000458,78.861076
1420.580078,0.036169,0.000458,78.900131
1420.58125,0.036232,0.000459,79.02166
1420.582422,0.036157,0.000459,78.84951
1420.583594,0.036002,0.000458,78.522377
1420.584766,0.036046,0.000458,78.665276
1420.585938,0.036261,0.000458,79.099052
1420.587109,0.036409,0.000459,79.243874
1420.588281,0.036358,0.00046,79.011765
1420.589453,0.036335,0.00046,79.009903
1420.590625,0.036351,0.000459,79.146667
1420.591797,0.036358,0.000459,79.167274
1420.592969,0.0363,0.000459,79.017372
1420.594141,0.036353,0.00046,79.075958
1420.595312,0.036371,0.00046,79.051819
1420.596484,0.036332,0.000461,78.88118
1420.597656,0.036319,0.000462,78.682632
1420.598828,0.036267,0.000463,78.366432
1420.6,0.036275,0.000463,78.319679
1420.601172,0.03632,0.000463,78.435616
1420.602344,0.036404,0.000462,78.856583
1420.603516,0.036486,0.000461,79.224838
1420.604687,0.036428,0.000461,78.96051
1420.605859,0.036324,0.000463,78.398003
1420.607031,0.03642,0.000464,78.485611
1420.608203,0.036547,0.000464,78.824623
1420.609375,0.036564,0.000465,78.604065
1420.610547,0.03656,0.000465,78.605698
1420.611719,0.03657,0.000464,78.743378
1420.612891,0.036646,0.000464,78.925865
1420.614063,0.036635,0.000464,78.945023
1420.615234,0.036645,0.000464,78.937721
1420.616406,0.036721,0.000466,78.753761
1420.617578,0.036679,0.000467,78.466667
1420.61875,0.036616,0.000467,78.442108
1420.619922,0.036676,0.000466,78.672211
1420.621094,0.036706,0.000466,78.685188
1420.622266,0.036658,0.000466,78.68515
1420.623437,0.036672,0.000466,78.776901
1420.624609,0.036749,0.000467,78.714813
1420.625781,0.036812,0.000467,78.777847
1420.626953,0.03679,0.000468,78.694405
1420.628125,0.036742,0.000468,78.570717
1420.629297,0.036769,0.000469,78.410858
1420.630469,0.036743,0.000469,78.289719
1420.631641,0.036769,0.000468,78.486313
1420.632812,0.036853,0.000469,78.626945
1420.633984,0.036769,0.000468,78.507019
1420.635156,0.036802,0.000468,78.641647
1420.636328,0.036941,0.000468,78.878265
1420.6375,0.037075,0.00047,78.947777
1420.638672,0.037103,0.000471,78.713341
1420.639844,0.036963,0.000472,78.273964
1420.641016,0.036877,0.000472,78.063072
1420.642187,0.036904,0.000471,78.296303
1420.643359,0.037029,0.000472,78.527817
1420.644531,0.037018,0.000473,78.343941
1420.645703,0.036998,0.000473,78.257561
1420.646875,0.037012,0.000472,78.423576
1420.648047,0.036997,0.000472,78.441986
1420.649219,0.036863,0.000472,78.066322
1420.650391,0.036863,0.000473,77.864548
1420.651562,0.036962,0.000474,77.939857
1420.652734,0.036973,0.000473,78.132324
1420.653906,0.036997,0.000472,78.309677
1420.655078,0.037083,0.000473,78.441139
1420.65625,0.037105,0.000474,78.343529
1420.657422,0.037071,0.000474,78.166992
1420.658594,0.037091,0.000475,78.098953
1420.659766,0.037174,0.000476,78.176414
1420.660938,0.037211,0.000475,78.301804
1420.662109,0.037217,0.000475,78.392548
1420.663281,0.037179,0.000475,78.22023
1420.664453,0.037141,0.000477,77.925369
1420.665625,0.037136,0.000477,77.808006
1420.666797,0.037138,0.000477,77.870972
1420.667969,0.037174,0.000476,78.11908
1420.669141,0.037222,0.000475,78.299706
1420.670312,0.037268,0.000475,78.383316
1420.671484,0.037352,0.000476,78.493286
1420.672656,0.037326,0.000475,78.574173
1420.673828,0.037275,0.000476,78.391075
1420.675,0.037293,0.000476,78.417389
1420.676172,0.037258,0.000475,78.462791
1420.677344,0.037193,0.000476,78.178398
1420.678516,0.037145,0.000476,78.053604
1420.679688,0.037109,0.000476,77.984489
1420.680859,0.037216,0.000477,78.026619
1420.682031,0.037319,0.000478,78.052467
1420.683203,0.037243,0.000479,77.762123
1420.684375,0.037165,0.000478,77.705994
1420.685547,0.037139,0.000478,77.74485
1420.686719,0.037218,0.000478,77.83876
1420.687891,0.037235,0.000479,77.802277
1420.689062,0.03725,0.000478,77.944916
1420.690234,0.037293,0.000477,78.20546
1420.691406,0.037295,0.000477,78.207733
1420.692578,0.037286,0.000478,78.066879
1420.69375,0.037363,0.000478,78.168343
1420.694922,0.037354,0.000478,78.089104
1420.696094,0.037304,0.00048,77.775162
1420.697266,0.037297,0.00048,77.705162
1420.698437,0.03732,0.000479,77.859688
1420.699609,0.037392,0.000479,78.043755
1420.700781,0.037467,0.000479,78.140129
1420.701953,0.037502,0.000481,78.02095
1420.703125,0.03748,0.000482,77.80619
1420.704297,0.03736,0.000481,77.662262
1420.705469,0.037444,0.000479,78.120377
1420.706641,0.03753,0.000479,78.345711
1420.707813,0.037457,0.000479,78.146591
1420.708984,0.037398,0.00048,77.898712
1420.710156,0.037368,0.00048,77.845291
1420.711328,0.037385,0.000479,78.044975
1420.7125,0.037331,0.000478,78.071289
1420.713672,0.037247,0.000479,77.791153
1420.714844,0.037253,0.000479,77.800995
1420.716016,0.037225,0.000479,77.637802
1420.717187,0.03725,0.000481,77.506622
1420.718359,0.037268,0.000482,77.380287
1420.719531,0.037335,0.000481,77.574791
1420.720703,0.037403,0.000481,77.824554
1420.721875,0.037458,0.00048,77.994743
1420.723047,0.03736,0.00048,77.796371
1420.724219,0.037313,0.00048,77.7285
1420.725391,0.037207,0.000479,77.698227
1420.726562,0.037145,0.000478,77.675407
1420.727734,0.037317,0.000479,77.968613
1420.728906,0.037388,0.000479,78.028191
1420.730078,0.037318,0.000479,77.836075
1420.73125,0.037331,0.00048,77.799835
1420.732422,0.037333,0.00048,77.846069
1420.733594,0.037308,0.00048,77.785637
1420.734766,0.037327,0.000481,77.647507
1420.735937,0.037272,0.000481,77.555557
1420.737109,0.037284,0.00048,77.672951
1420.738281,0.037413,0.00048,77.904053
1420.739453,0.037413,0.00048,77.932686
1420.740625,0.037417,0.00048,77.991417
1420.741797,0.037407,0.00048,77.919449
1420.742969,0.0373,0.000479,77.866974
1420.744141,0.037247,0.000479,77.789192
1420.745312,0.037208,0.000479,77.715958
1420.746484,0.037236,0.000478,77.96991
1420.747656,0.037261,0.000478,77.903252
1420.748828,0.037241,0.000479,77.717911
1420.75,0.037271,0.000479,77.788277
1420.751172,0.037307,0.000479,77.871017
1420.752344,0.037236,0.000479,77.79586
1420.753516,0.03714,0.000479,77.557312
1420.754688,0.037094,0.000479,77.468788
1420.755859,0.03717,0.000477,77.844528
1420.757031,0.037257,0.000477,78.150597
1420.758203,0.037178,0.000478,77.828133
1420.759375,0.037104,0.000478,77.600174
1420.760547,0.037127,0.000478,77.612564
1420.761719,0.037203,0.000478,77.782707
1420.762891,0.037191,0.000477,77.92572
1420.764062,0.037102,0.000476,77.895172
1420.765234,0.036962,0.000477,77.491798
1420.766406,0.036972,0.000477,77.469711
1420.767578,0.037008,0.000477,77.626534
1420.76875,0.037064,0.000477,77.636887
1420.769922,0.037106,0.000478,77.701393
1420.771094,0.037128,0.000477,77.796608
1420.772266,0.037089,0.000477,77.749969
1420.773438,0.037019,0.000476,77.788696
1420.774609,0.037041,0.000475,77.984367
1420.775781,0.036989,0.000475,77.883575
1420.776953,0.036923,0.000475,77.804039
1420.778125,0.036896,0.000473,77.94603
1420.779297,0.036821,0.000472,77.971954
1420.780469,0.036835,0.000472,77.988297
1420.781641,0.036834,0.000473,77.794991
1420.782812,0.03682,0.000475,77.578957
1420.783984,0.036746,0.000474,77.459373
1420.785156,0.036745,0.000474,77.524742
1420.786328,0.036738,0.000474,77.57724
1420.7875,0.036637,0.000473,77.453682
1420.788672,0.036632,0.000473,77.472015
1420.789844,0.036632,0.000473,77.463531
1420.791016,0.036601,0.000472,77.586815
1420.792187,0.036554,0.00047,77.766144
1420.793359,0.03654,0.000469,77.836632
1420.794531,0.036592,0.00047,77.859779
1420.795703,0.03657,0.00047,77.806808
1420.796875,0.036575,0.00047,77.852547
1420.798047,0.036798,0.000471,78.068214
1420.799219,0.03776,0.000489,77.209549
1420.800391,0.03874,0.000511,75.880852
1420.801563,0.03743,0.000488,76.632645
1420.802734,0.036418,0.000471,77.269737
1420.803906,0.036295,0.000469,77.449272
1420.805078,0.03624,0.000467,77.673943
1420.80625,0.036221,0.000466,77.738853
1420.807422,0.036224,0.000467,77.553406
1420.808594,0.036153,0.000467,77.349907
1420.809766,0.036119,0.000466,77.500275
1420.810937,0.036178,0.000465,77.739731
1420.812109,0.036191,0.000466,77.689255
1420.813281,0.036134,0.000466,77.538559
1420.814453,0.036029,0.000464,77.576271
1420.815625,0.035969,0.000463,77.61174
1420.816797,0.036069,0.000464,77.747314
1420.817969,0.036042,0.000464,77.697937
1420.819141,0.035884,0.000463,77.581924
1420.820312,0.035837,0.000461,77.68943
1420.821484,0.035828,0.000461,77.679428
1420.822656,0.035719,0.000462,77.3255
1420.823828,0.035716,0.000461,77.419868
1420.825,0.035815,0.000461,77.729355
1420.826172,0.035749,0.000461,77.534683
1420.827344,0.035717,0.000461,77.497276
1420.828516,0.035674,0.000461,77.436272
1420.829687,0.035586,0.00046,77.424873
1420.830859,0.035511,0.000459,77.406982
1420.832031,0.035516,0.000458,77.533844
1420.833203,0.035442,0.000459,77.290039
1420.834375,0.03537,0.000458,77.260857
1420.835547,0.03541,0.000456,77.622116
1420.836719,0.035426,0.000455,77.93441
1420.837891,0.035343,0.000453,78.002449
1420.839062,0.035269,0.000452,77.970383
1420.840234,0.035119,0.000452,77.656883
1420.841406,0.035024,0.000452,77.407562
1420.842578,0.035109,0.000453,77.521507
1420.84375,0.035092,0.000454,77.377876
1420.844922,0.034929,0.000453,77.050171
1420.846094,0.034889,0.00045,77.460442
1420.847266,0.034972,0.000449,77.832245
1420.848438,0.034927,0.00045,77.668343
1420.849609,0.034851,0.000449,77.585457
1420.850781,0.034813,0.000449,77.490334
1420.851953,0.034775,0.00045,77.357826
1420.853125,0.034776,0.000449,77.413612
1420.854297,0.034765,0.000447,77.726364
1420.855469,0.03467,0.000445,77.843163
1420.856641,0.034589,0.000444,77.88343
1420.857812,0.034517,0.000443,77.926331
1420.858984,0.034459,0.000443,77.717545
1420.860156,0.034369,0.000443,77.539146
1420.861328,0.034204,0.000443,77.266083
1420.8625,0.034189,0.000442,77.289253
1420.863672,0.034218,0.000441,77.634239
1420.864844,0.034197,0.00044,77.781319
1420.866016,0.034145,0.000439,77.760727
1420.867188,0.034041,0.000438,77.798447
1420.868359,0.033996,0.000437,77.782402
1420.869531,0.033961,0.000438,77.59124
1420.870703,0.033924,0.000437,77.628769
1420.871875,0.033786,0.000436,77.561569
1420.873047,0.033684,0.000434,77.652702
1420.874219,0.033577,0.000433,77.565369
1420.875391,0.03363,0.000433,77.679199
1420.876562,0.033728,0.000433,77.961754
1420.877734,0.033587,0.000432,77.835373
1420.878906,0.033411,0.00043,77.678452
1420.880078,0.03339,0.000429,77.823692
1420.88125,0.03338,0.000429,77.733826
1420.882422,0.03334,0.000429,77.700798
1420.883594,0.033273,0.000427,77.839622
1420.884766,0.033216,0.000427,77.803963
1420.885937,0.033099,0.000427,77.474045
1420.887109,0.032985,0.000426,77.428391
1420.888281,0.033008,0.000425,77.677666
1420.889453,0.03297,0.000424,77.770798
1420.890625,0.032841,0.000422,77.83638
1420.891797,0.032772,0.00042,78.008171
1420.892969,0.032721,0.00042,77.934258
1420.894141,0.032628,0.00042,77.687523
1420.895313,0.032529,0.000419,77.547058
1420.896484,0.032475,0.000419,77.581779
1420.897656,0.032367,0.000418,77.471138
1420.898828,0.032305,0.000418,77.300751
1420.9,0.032262,0.000417,77.322075
1420.901172,0.032164,0.000416,77.26059
1420.902344,0.032165,0.000415,77.513802
1420.903516,0.03213,0.000414,77.677521
1420.904687,0.032046,0.000412,77.87355
1420.905859,0.031943,0.00041,77.93029
1420.907031,0.031822,0.000409,77.773361
1420.908203,0.031807,0.000409,77.711647
1420.909375,0.03178,0.000409,77.704025
1420.910547,0.031676,0.000408,77.680351
1420.911719,0.031618,0.000406,77.836983
1420.912891,0.031535,0.000405,77.876991
1420.914062,0.031422,0.000405,77.66246
1420.915234,0.031336,0.000405,77.395203
1420.916406,0.031302,0.000404,77.497307
1420.917578,0.031297,0.000403,77.708397
1420.91875,0.031263,0.000402,77.848709
1420.919922,0.031132,0.0004,77.83519
1420.921094,0.030967,0.000399,77.701233
1420.922266,0.030921,0.000398,77.672798
1420.923437,0.03085,0.000398,77.487663
1420.924609,0.030746,0.000397,77.474396
1420.925781,0.030696,0.000395,77.65052
1420.926953,0.030636,0.000395,77.641045
1420.928125,0.03061,0.000393,77.89753
1420.929297,0.030559,0.000391,78.114586
1420.930469,0.03052,0.000391,78.097275
1420.931641,0.030395,0.00039,77.86058
1420.932812,0.030255,0.000389,77.741104
1420.933984,0.030237,0.000388,77.832794
1420.935156,0.030199,0.000388,77.814552
1420.936328,0.030119,0.000387,77.888229
1420.9375,0.030035,0.000386,77.881638
1420.938672,0.02988,0.000385,77.573608
1420.939844,0.029827,0.000385,77.517303
1420.941016,0.029817,0.000383,77.782883
1420.942188,0.029711,0.000382,77.792519
1420.943359,0.029596,0.000381,77.616402
1420.944531,0.029516,0.000381,77.56295
1420.945703,0.029368,0.000379,77.411255
1420.946875,0.02924,0.000378,77.400032
1420.948047,0.029118,0.000377,77.242554
1420.949219,0.029091,0.000377,77.226471
1420.950391,0.029047,0.000375,77.475685
1420.951562,0.028972,0.000373,77.694984
1420.952734,0.028922,0.000372,77.801216
1420.953906,0.028822,0.000372,77.566132
1420.955078,0.028686,0.000371,77.396767
1420.95625,0.02858,0.000369,77.414787
1420.957422,0.028534,0.000368,77.5495
1420.958594,0.028525,0.000367,77.830238
1420.959766,0.02848,0.000365,77.939804
1420.960938,0.028411,0.000364,77.992935
1420.962109,0.028243,0.000364,77.664246
1420.963281,0.028096,0.000363,77.419739
1420.964453,0.028043,0.000361,77.617165
1420.965625,0.027941,0.00036,77.630684
1420.966797,0.027823,0.000359,77.407829
1420.967969,0.027794,0.00036,77.310783
1420.969141,0.027791,0.000358,77.5467
1420.970312,0.02771,0.000356,77.777328
1420.971484,0.027596,0.000356,77.484428
1420.972656,0.027466,0.000356,77.142464
1420.973828,0.027393,0.000353,77.58197
1420.975,0.027333,0.000351,77.8601
1420.976172,0.027171,0.00035,77.598389
1420.977344,0.027094,0.00035,77.49424
1420.978516,0.027078,0.000349,77.655937
1420.979687,0.02698,0.000346,77.871216
1420.980859,0.026831,0.000345,77.71788
1420.982031,0.026774,0.000344,77.745667
1420.983203,0.026727,0.000343,77.836739
1420.984375,0.026651,0.000343,77.676117
1420.985547,0.026551,0.000341,77.81842
1420.986719,0.026408,0.00034,77.704475
1420.987891,0.026316,0.00034,77.471542
1420.989063,0.026308,0.00034,77.410507
1420.990234,0.026202,0.000339,77.317436
1420.991406,0.026053,0.000337,77.332924
1420.992578,0.025992,0.000336,77.453232
1420.99375,0.025947,0.000334,77.635826
1420.994922,0.025884,0.000332,77.963074
1420.996094,0.025813,0.00033,78.203461
1420.997266,0.025708,0.000329,78.215363
1420.998437,0.025581,0.000328,77.984703
1420.999609,0.025577,0.000327,78.181252
1421.000781,0.025569,0.000326,78.323738
1421.001953,0.025432,0.000326,77.995895
1421.003125,0.025304,0.000325,77.855461
1421.004297,0.025193,0.000324,77.756538
1421.005469,0.025083,0.000323,77.704468
1421.006641,0.025006,0.000322,77.766624
1421.007812,0.024922,0.00032,77.765411
1421.008984,0.024837,0.000319,77.780853
1421.010156,0.024831,0.000319,77.92804
1421.011328,0.024734,0.000317,77.975586
1421.0125,0.024588,0.000316,77.789253
1421.013672,0.024504,0.000316,77.647644
1421.014844,0.024449,0.000314,77.874611
1421.016016,0.024364,0.000312,78.027046
1421.017187,0.024284,0.000312,77.949768
1421.018359,0.024156,0.000311,77.776108
1421.019531,0.024021,0.000309,77.631538
1421.020703,0.023908,0.000308,77.547417
1421.021875,0.023901,0.000307,77.749977
1421.023047,0.023911,0.000306,78.222145
1421.024219,0.023807,0.000304,78.253754
1421.025391,0.023685,0.000303,78.185814
1421.026562,0.023574,0.000301,78.238632
1421.027734,0.023488,0.000301,78.118446
1421.028906,0.023383,0.0003,78.019707
1421.030078,0.023261,0.000298,77.948387
1421.03125,0.023158,0.000298,77.795013
1421.032422,0.023104,0.000297,77.779625
1421.033594,0.023033,0.000296,77.860954
1421.034766,0.022965,0.000294,78.044533
1421.035938,0.022872,0.000293,77.950226
1421.037109,0.022734,0.000293,77.616272
1421.038281,0.022619,0.000292,77.56601
1421.039453,0.02256,0.00029,77.769424
1421.040625,0.022521,0.000289,78.026695
1421.041797,0.022436,0.000287,78.041855
1421.042969,0.022404,0.000288,77.923637
1421.044141,0.02237,0.000287,77.942276
1421.045312,0.0222,0.000286,77.596489
1421.046484,0.022058,0.000285,77.482056
1421.047656,0.022076,0.000282,78.176033
1421.048828,0.022077,0.000281,78.693581
1421.05,0.021962,0.00028,78.526657
1421.051172,0.02182,0.000279,78.201126
1421.052344,0.021695,0.000278,78.042946
1421.053516,0.021597,0.000277,78.072365
1421.054688,0.021533,0.000276,77.979294
1421.055859,0.02147,0.000276,77.882576
1421.057031,0.0214,0.000274,78.061722
1421.058203,0.021322,0.000273,78.070755
1421.059375,0.021272,0.000273,78.049103
1421.060547,0.021228,0.000271,78.2575
1421.061719,0.021151,0.00027,78.278709
1421.062891,0.021082,0.000269,78.226151
1421.064062,0.020954,0.000269,77.98735
1421.065234,0.020789,0.000268,77.634727
1421.066406,0.020718,0.000267,77.681274
1421.067578,0.020683,0.000265,78.044891
1421.06875,0.020634,0.000263,78.380615
1421.069922,0.020566,0.000262,78.366562
1421.071094,0.020497,0.000262,78.260658
1421.072266,0.020376,0.000261,77.926201
1421.073437,0.020287,0.00026,77.892525
1421.074609,0.020175,0.000259,77.919685
1421.075781,0.020121,0.000258,78.070213
1421.076953,0.020122,0.000257,78.353844
1421.078125,0.020079,0.000256,78.485977
1421.079297,0.020004,0.000254,78.617172
1421.080469,0.019901,0.000254,78.439606
1421.081641,0.019818,0.000253,78.215248
1421.082813,0.019773,0.000253,78.263306
1421.083984,0.019702,0.000252,78.334412
1421.085156,0.019613,0.00025,78.33213
1421.086328,0.01954,0.000249,78.390236
1421.0875,0.019481,0.000248,78.414375
1421.088672,0.019394,0.000247,78.449226
1421.089844,0.019329,0.000246,78.62265
1421.091016,0.019296,0.000245,78.832619
1421.092187,0.019206,0.000244,78.780899
1421.093359,0.019099,0.000243,78.623222
1421.094531,0.019005,0.000242,78.499489
1421.095703,0.018945,0.000241,78.447227
1421.096875,0.018866,0.000241,78.236809
1421.098047,0.018843,0.00024,78.350731
1421.099219,0.018767,0.00024,78.255753
1421.100391,0.018681,0.000239,78.313995
1421.101562,0.018627,0.000237,78.44072
1421.102734,0.018566,0.000237,78.447861
1421.103906,0.018558,0.000236,78.711678
1421.105078,0.018515,0.000235,78.784126
1421.10625,0.018394,0.000234,78.656548
1421.107422,0.018315,0.000233,78.690254
1421.108594,0.018266,0.000232,78.814781
1421.109766,0.018229,0.000231,78.886574
1421.110937,0.018134,0.000231,78.657143
1421.112109,0.018066,0.00023,78.592697
1421.113281,0.018052,0.000229,78.896378
1421.114453,0.018003,0.000228,78.941696
1421.115625,0.017914,0.000227,78.775101
1421.116797,0.017828,0.000226,78.725998
1421.117969,0.017798,0.000226,78.753914
1421.119141,0.017724,0.000225,78.751312
1421.120312,0.017661,0.000224,78.813568
1421.121484,0.017608,0.000223,78.797836
1421.122656,0.01752,0.000222,78.836815
1421.123828,0.017488,0.000221,79.197975
